from,to,type
ThBiddu1841,WiParke1866,FromODNB
ThBigge1794,WiFarin1781,TravItaly
ThBinne1874,WiHone1842,FromODNB
ThBinne1874,WiHone1842,correspondents
ThBirch1757,SaPrime1777,correspondents
ThBirch1757,WiLee1754,correspondents
ThBirch1766,ThEdwar1757,FromODNB
ThBirch1766,ThSharp1758,FromODNB
ThBirch1766,WiHarri1770,FromODNB
ThBirch1766,WiMasse1764,FromODNB
ThBirch1766,WiRober1793,FromODNB
ThBirch1766,WiWarbu1779,FromODNB
ThBirch1766,ThHerri1757,NicholsAnec
ThBirch1766,ThHolli1774,NicholsAnec
ThBirch1766,ThMarti1771,NicholsAnec
ThBirch1766,WiBowye1777,NicholsAnec
ThBirch1766,WiClark1771,NicholsAnec
ThBirch1766,WiKent1748,NicholsAnec
ThBirch1766,WiWarbu1779,NicholsAnec
ThBirch1766,ZaGrey1766,NicholsAnec
ThBirch1766,GeEdwar1773,correspondents
ThBirch1766,LdCadog2,correspondents
ThBirch1766,LdWillo15,correspondents
ThBirch1766,LyAnson1,correspondents
ThBirch1766,ThCooke1756,correspondents
ThBirch1766,ThDale1750,correspondents
ThBirch1766,ThEdwar1757,correspondents
ThBirch1766,ThHerri1757,correspondents
ThBirch1766,ThLobb1763,correspondents
ThBirch1766,ThNewto1782,correspondents
ThBirch1766,ThPercy1811,correspondents
ThBirch1766,ThSecke1768,correspondents
ThBirch1766,ThSewar1790,correspondents
ThBirch1766,ThSharp1758,correspondents
ThBirch1766,ThWarto1790,correspondents
ThBirch1766,WaHarte1774,correspondents
ThBirch1766,WiClark1771,correspondents
ThBirch1766,WiHogar1764,correspondents
ThBirch1766,WiOldys1761,correspondents
ThBirch1766,WiRober1793,correspondents
ThBirch1766,WiStrah1785,correspondents
ThBirch1766,WiWarbu1779,correspondents
ThBirch1766,ZaGrey1766,correspondents
ThBirch1828,WiDicks1824,FromODNB
ThBirch1828,WoTone1798,FromODNB
ThBirch1829,HeBohn1884,correspondents
ThBisse1731,RiBentl1742,FromODNB
ThBisse1731,WiBowye1737,NicholsAnec
ThBisse1800,ThTulli1777,FromODNB
ThBlack1728,ThBlack1757,FromODNB
ThBlack1728,WiCarst1715,FromODNB
ThBlack1757,ThReid1796,FromODNB
ThBlack1757,WiDunca1760,FromODNB
ThBlack1791,WaScott,FromODNB
ThBlack1791,WiTytle1792,FromODNB
ThBlack1791,WiSmell1795,correspondents
ThBlade1780,ThJanss1748,FromODNB
ThBlanc1797,ThHarri1820,FromODNB
ThBligh1775,DuYork,FromODNB
ThBliza1838,WiBliza1835,FromODNB
ThBlome1822,WiPhill1781,FromODNB
ThBlome1822,WiRobe1820,FromODNB
ThBlore1818,WiGell1836,FromODNB
ThBolto1744,WiConol1729,FromODNB
ThBolto1744,WiKing1729,FromODNB
ThBolto1744,WiKing1729,correspondents
ThBolto1765,WiGuise1783,TravItaly
ThBonno1826,TrNash1811,FromODNB
ThBootl1753,DuSomer6,correspondents
ThBootl1753,ThPitt1761,correspondents
ThBosto1732,ThBosto1767,FromODNB
ThBosto1732,ThGille1774,FromODNB
ThBosto1767,ThGille1774,FromODNB
ThBoswe1826,WiTempl1796,correspondents
ThBough1780,WiWhele1799,FromODNB
ThBowdl1785,AnMille1781,FromODNB
ThBowdl1825,WiVille1808,FromODNB
ThBowdl1825,WiHamil1803,TravItaly
ThBowdl1825,ZaMacau1838,correspondents
ThBowdl1856,WiGlads1898,correspondents
ThBradb1759,WiCowar1738,FromODNB
ThBradb1759,WiWake1737,FromODNB
ThBradb1759,WiWake1737,correspondents
ThBraid1806,WaGeiki1837,FromODNB
ThBrams1813,WiPitt1806,correspondents
ThBrand1770,ThJenki1798,FromODNB
ThBrand1770,WiChamb1796,FromODNB
ThBrand1770,ThJenki1798,TravItaly
ThBrand1814,ThGiffa1823,TravItaly
ThBrand1814,ThJacks1828,TravItaly
ThBrand1814,WiAsshe1833,TravItaly
ThBrand1814,WiForbe1806,TravItaly
ThBrett1744,ThDeaco1753,FromODNB
ThBrett1744,ThTenis1715,FromODNB
ThBrett1744,ThWagst1770,FromODNB
ThBrett1744,ThTenis1715,NicholsAnec
ThBrett1744,WiWake1737,NicholsAnec
ThBrett1744,FrGastr1725,correspondents
ThBrett1744,ThCarte1754,correspondents
ThBrett1744,ThDeaco1753,correspondents
ThBrett1744,ThGreen1738,correspondents
ThBrett1744,ThTanne1735,correspondents
ThBrett1744,ThTenis1715,correspondents
ThBrett1744,WiLaw1761,correspondents
ThBrett1744,WiWake1737,correspondents
ThBrisb1860,ThPicto1815,FromODNB
ThBrisb1860,WiHovel1875,FromODNB
ThBroug1774,ThSherl1761,FromODNB
ThBroug1777,WiWogan1758,FromODNB
ThBrown1704,WiPate1746,FromODNB
ThBrown1820,WeSeymo1819,FromODNB
ThBrown1869,ThHurst1847,partners
ThBrown1869,ThLongm1842,partners
ThBrownr1826,GeMurra1846,FromODNB
ThBuckn1804,WiPitt1806,correspondents
ThBull1859,WiBull1814,FromODNB
ThBulle1852,WiBlami1862,FromODNB
ThBullo1760,ThPyle1756,NicholsAnec
ThBurge1837,ThYeate1839,FromODNB
ThBurge1837,WiRober1849,FromODNB
ThBurge1837,ThTwini1804,correspondents
ThBurge1837,ThTyrwh1786,correspondents
ThBurge1837,WiCoxe1828,correspondents
ThBurge1837,WiJerda1869,correspondents
ThBurge1837,WiKnigh1836,correspondents
ThBurge1837,WiSothe1833,correspondents
ThBurgo1858,ThDonal1885,FromODNB
ThBurke1815,WiBigg1828,FromODNB
ThBurke1815,WiRylan1783,FromODNB
ThBurne1715,William3,FromODNB
ThBurne1753,GeDucke1732,FromODNB
ThBurne1753,LdHardw1,FromODNB
ThBurne1753,WiBurne1729,FromODNB
ThBurto1731,WiBowye1737,NicholsAnec
ThBury1722,WiEllys1727,FromODNB
ThBusby1838,WiKenri1779,FromODNB
ThBusby1838,ThCampb1844,correspondents
ThButle1823,ThJones1803,TravItaly
ThButts1845,WiBlake1827,FromODNB
ThButts1845,WiBlake1827,correspondents
ThBuxto1845,ThClark1846,FromODNB
ThBuxto1845,ThPring1834,FromODNB
ThBuxto1845,WiAllen1843,FromODNB
ThBuxto1845,WiForst1854,FromODNB
ThBuxto1845,WiSmith1835,FromODNB
ThBuxto1845,WiWilbe1833,FromODNB
ThBuxto1845,ZaMacau1838,FromODNB
ThBuxto1845,ThClark1846,correspondents
ThBuxto1845,WiWilbe1833,correspondents
ThBuxto1845,WiWords1850,correspondents
ThBuxto1845,ZaMacau1838,correspondents
ThCadel1802,ThCadel1836,FromODNB
ThCadel1802,ThDavie1785,FromODNB
ThCadel1802,ThEvans1784,FromODNB
ThCadel1802,ThSomer1830,FromODNB
ThCadel1802,ToSmoll1771,FromODNB
ThCadel1802,WiBeech1839,FromODNB
ThCadel1802,WiBlack1780,FromODNB
ThCadel1802,WiBucha1805,FromODNB
ThCadel1802,WiCreec1815,FromODNB
ThCadel1802,WiDavie1820,FromODNB
ThCadel1802,WiRober1793,FromODNB
ThCadel1802,WiRose1786,FromODNB
ThCadel1802,WiRusse1793,FromODNB
ThCadel1802,WiStrah1785,FromODNB
ThCadel1802,RiBurn1785,NicholsAnec
ThCadel1802,RoHenry1790,NicholsAnec
ThCadel1802,WiBeech1839,NicholsAnec
ThCadel1802,WiBlack1780,NicholsAnec
ThCadel1802,WiGill1798,NicholsAnec
ThCadel1802,WiRober1793,NicholsAnec
ThCadel1802,WiStrah1785,NicholsAnec
ThCadel1802,AdFergu1816,correspondents
ThCadel1802,ChEllio1790,correspondents
ThCadel1802,DoMacNi1802,correspondents
ThCadel1802,JoHawke1773,correspondents
ThCadel1802,JoLesli1832,correspondents
ThCadel1802,RoHenry1790,correspondents
ThCadel1802,ThPenna1798,correspondents
ThCadel1802,ThPercy1811,correspondents
ThCadel1802,ThSewar1790,correspondents
ThCadel1802,WiMelmo1799,correspondents
ThCadel1802,WiSmell1795,correspondents
ThCadel1802,WiDavie1820,partners
ThCadel1802,WiStrah1785,partners
ThCadel1836,ThHarwo1842,FromODNB
ThCadel1836,ThStoth1834,FromODNB
ThCadel1836,WiBulme1830,FromODNB
ThCadel1836,WiDavie1820,FromODNB
ThCadel1836,ThHolcr1809,correspondents
ThCadel1836,ThHope1831,correspondents
ThCadel1836,ThMathi1835,correspondents
ThCadel1836,WaLando1864,correspondents
ThCadel1836,WiCoxe1828,correspondents
ThCadel1836,WiGilpi1804,correspondents
ThCadel1836,WiHayle1820,correspondents
ThCadel1836,WiHazli1830,correspondents
ThCadel1836,WiMagee1831,correspondents
ThCadel1836,WiRosco1831,correspondents
ThCadel1836,WiSothe1833,correspondents
ThCadel1836,WiSpenc1834,correspondents
ThCadel1836,WiDavie1820,partners
ThCalde1833,ThDibdi1847,FromODNB
ThCalde1833,ThPercy1811,FromODNB
ThCalde1833,WiCrowe1829,FromODNB
ThCalde1833,ThPercy1811,correspondents
ThCalve1797,WiSteve1807,FromODNB
ThCalve1840,ThWilso1813,FromODNB
ThCalve1842,WiSteve1807,FromODNB
ThCampb1844,ThHill1840,FromODNB
ThCampb1844,ThMorga1843,FromODNB
ThCampb1844,ThTelfo1834,FromODNB
ThCampb1844,WaScott,FromODNB
ThCampb1844,WiBeatt1875,FromODNB
ThCampb1844,WiCouls1877,FromODNB
ThCampb1844,WiErski1852,FromODNB
ThCampb1844,ThLawre1830,correspondents
ThCampb1844,ThLongm1842,correspondents
ThCampb1844,ThMoore1852,correspondents
ThCampb1844,ThPoole1837,correspondents
ThCampb1844,ThPring1834,correspondents
ThCampb1844,ThRosco1871,correspondents
ThCampb1844,ThTrail1862,correspondents
ThCampb1844,ThWedgw1805,correspondents
ThCampb1844,WaScott,correspondents
ThCampb1844,WiAytou1865,correspondents
ThCampb1844,WiBeatt1875,correspondents
ThCampb1844,WiBrock1854,correspondents
ThCampb1844,WiGodwi1836,correspondents
ThCampb1844,WiGray1849,correspondents
ThCampb1844,WiMacre1873,correspondents
ThCampb1844,WiPicke1875,correspondents
ThCampb1844,WiPraed1839,correspondents
ThCampb1844,WiRosco1831,correspondents
ThCampb1844,WiRosco1843,correspondents
ThCampb1844,WiWords1850,correspondents
ThCampb1858,DsDevon5,FromODNB
ThCarly1881,ChWynn1850,FromODNB
ThCarly1881,ThDeQui1859,FromODNB
ThCarly1881,ThEllio1880,FromODNB
ThCarly1881,ThErski1870,FromODNB
ThCarly1881,ThWooln1892,FromODNB
ThCarly1881,WiEmpso1852,FromODNB
ThCarly1881,WiGlen1849,FromODNB
ThCarly1881,WiHall1847,FromODNB
ThCarly1881,WiMacre1873,FromODNB
ThCarly1881,WiThack1863,FromODNB
ThCarly1881,ChBulle1848,correspondents
ThCarly1881,ThErski1870,correspondents
ThCarly1881,ToTaylo1880,correspondents
ThCarly1881,WaLando1864,correspondents
ThCarly1881,WaScott,correspondents
ThCarly1881,WiBenne1895,correspondents
ThCarly1881,WiChris1874,correspondents
ThCarly1881,WiFrase1852,correspondents
ThCarly1881,WiTait1864,correspondents
ThCarly1881,WiThack1863,correspondents
ThCarly1881,WiWills1880,correspondents
ThCarte1754,ThHearn1735,FromODNB
ThCarte1754,ThSecke1768,FromODNB
ThCarte1754,EdBadge1756,NicholsAnec
ThCarte1754,JeColli1726,NicholsAnec
ThCarte1754,JoBoswe1757,NicholsAnec
ThCarte1754,ThCoxet1747,NicholsAnec
ThCarte1754,ThMange1755,NicholsAnec
ThCarte1754,WiRusse1757,NicholsAnec
ThCarte1754,ZaGrey1766,NicholsAnec
ThCarte1754,ThHearn1735,correspondents
ThCarte1754,ThSheri1738,correspondents
ThCarte1754,ZaGrey1766,correspondents
ThCarte1800,WiHamil1803,FromODNB
ThCarte1800,WiHamil1803,TravItaly
ThCartw1749,WiClark1771,NicholsAnec
ThCartw1749,WiClark1771,correspondents
ThCartw1850,WoParis1882,FromODNB
ThCartw1850,WiCartw1847,correspondents
ThCatto1838,WiWake1846,FromODNB
ThCave1778,WiCartw1768,NicholsAnec
ThCayle1792,WaSynno1821,TravItaly
ThChalk1827,WiMeggy1832,partners
ThChalm1847,HeCooke1868,FromODNB
ThChalm1847,JaRusse1836,FromODNB
ThChalm1847,JoIngli1834,FromODNB
ThChalm1847,ThErski1870,FromODNB
ThChalm1847,ThMalth1834,FromODNB
ThChalm1847,WiColli1853,FromODNB
ThChalm1847,WiDealt1847,FromODNB
ThChalm1847,ThErski1870,correspondents
ThChalm1847,ThGille1844,correspondents
ThChalm1847,ThMalth1834,correspondents
ThChalm1847,WiColli1853,correspondents
ThChalm1847,WiDealt1847,correspondents
ThChalm1847,WiGlads1898,correspondents
ThChalm1847,WiWalla1843,correspondents
ThChalm1847,WiWilbe1833,correspondents
ThChalm1847,WuMuir1869,correspondents
ThChalm1847,ZaMacau1838,correspondents
ThChamb1747,ThDereh1739,TravItaly
ThChamb1801,WiRober1791,FromODNB
ThCharle1814,ThJones1820,FromODNB
ThCharle1814,ThJones1845,FromODNB
ThCharle1814,WiWilli1791a,FromODNB
ThCharle1814,WiWilli1791a,correspondents
ThChase1788,DsBeauf4,TravItaly
ThChase1788,WiAsshe1833,TravItaly
ThChatt1770,WiBarre1789,FromODNB
ThChatt1770,ThNewto1782,correspondents
ThChatt1770,WiBarre1789,correspondents
ThCheyn1760,RoDodsl1764,DodsleyContr
ThChilc1766,ThGains1788,FromODNB
ThChilc1766,ThLinle1795,FromODNB
ThChipp1779,DuGlouc,FromODNB
ThChipp1779,ThChipp1823,FromODNB
ThChipp1779,ThRobin1777,FromODNB
ThChipp1779,WiChamb1796,FromODNB
ThChipp1779,WiConst1791,FromODNB
ThChipp1779,WiWedde1792,FromODNB
ThCholw1768,WiRouet1785,TravItaly
ThChris1796,ThPaine1809,FromODNB
ThChris1796,ThPenna1798,FromODNB
ThChris1796,WiChris1823,FromODNB
ThChris1796,CoMacro1767,NicholsAnec
ThChris1796,ThDenma1815,NicholsAnec
ThChris1796,ThHenry1816,NicholsAnec
ThChris1796,ThLinds1808,NicholsAnec
ThChris1796,ThMille1819,NicholsAnec
ThChris1796,ThPenna1798,NicholsAnec
ThChris1796,ThPerci1804,NicholsAnec
ThChris1796,ThReid1796,NicholsAnec
ThChris1796,WiCulle1790,NicholsAnec
ThChris1796,WiHey1819,NicholsAnec
ThChris1796,WiSheep1810,NicholsAnec
ThChris1796,WiTurne1794,NicholsAnec
ThChris1796,ThLinds1808,correspondents
ThChubb1747,ThMorga1743,FromODNB
ThChubb1747,ThRunde1743,FromODNB
ThChubb1747,WiChesl1752,FromODNB
ThChubb1747,WiWhist1752,FromODNB
ThChurc1756,ThSecke1768,FromODNB
ThCibbe1758,ThJeffe1807,FromODNB
ThCibbe1758,ThSheri1788,FromODNB
ThCibbe1758,WiChetw1766,FromODNB
ThCibbe1758,GlRidle1774,NicholsAnec
ThClark1764,LdNorth,FromODNB
ThClark1764,LdNorth1,FromODNB
ThClark1764,ThNewto1782,FromODNB
ThClark1764,ZaPearc1774,FromODNB
ThClark1793,WiGoode1816,FromODNB
ThClark1806,ThJenki1798,TravItaly
ThClark1846,HeWilli1827,FromODNB
ThClark1846,ThPeter1792,FromODNB
ThClark1846,WiAllen1843,FromODNB
ThClark1846,WiWilbe1833,FromODNB
ThClark1846,WiWords1850,FromODNB
ThClark1846,BrProct1874,correspondents
ThClark1846,WiAllen1843,correspondents
ThClark1846,WiBall1878,correspondents
ThClark1846,WiWilbe1833,correspondents
ThClark1846,WiWords1850,correspondents
ThClark1846,ZaMacau1838,correspondents
ThClark1854,WiJerda1869,correspondents
ThClark1854,WiFynmo1832,partners
ThClayt1725,WiHarri1713,FromODNB
ThCoate1883,WiEvans1856,correspondents
ThCochr1872,ThMarti1854,correspondents
ThCochr1872,WiParke1866,correspondents
ThCocki1787,ElFarle1779,FromODNB
ThCocks1796,WiPraed1833,partners
ThCogan1818,WiHawes1808,FromODNB
ThCogan1818,WiHawes1808,NicholsAnec
ThCoke1727,LdGodol1,FromODNB
ThCoke1814,WaChurc1805,FromODNB
ThColby1852,ThDrumm1840,FromODNB
ThColby1852,ThLarco1879,FromODNB
ThColby1852,WiMudge1820,FromODNB
ThColby1852,WiMudge1837,FromODNB
ThColby1852,WiReid1858,FromODNB
ThColli1723,ThCoxet1747,FromODNB
ThColli1723,ThCoxet1747,NicholsAnec
ThColli1804,WiGodda1845,FromODNB
ThColli1830,WiChamb1796,FromODNB
ThCombe1778,WiWarbu1779,NicholsAnec
ThCombe1872,ThWooln1892,FromODNB
ThConol1803,LdHowe,FromODNB
ThConol1803,ThPaken1836,FromODNB
ThConst1881,WiGlen1849,FromODNB
ThConst1881,ThLaude1848,correspondents
ThCook1818,JoNicho1826,FromODNB
ThCooke1756,JoMawbe1798,FromODNB
ThCooke1756,LdNorth,FromODNB
ThCooke1756,LdNorth1,FromODNB
ThCooke1756,ThTicke1740,FromODNB
ThCooke1756,RoWalpo1745,correspondents
ThCooke1848,ThGiord1806,FromODNB
ThCooke1864,ThCroke1854,correspondents
ThCoomb1822,BeFrank1790,FromODNB
ThCoope1839,ThJeffe1826,FromODNB
ThCoope1839,ThWalke1817,FromODNB
ThCoope1849,WiGodwi1836,FromODNB
ThCoope1849,WiGodwi1836,correspondents
ThCoram1751,QuCaroline,FromODNB
ThCoram1751,WiHogar1764,FromODNB
ThCoste1739,JoShebb1788,FromODNB
ThCoste1739,RoHobly1756,FromODNB
ThCottr1785,WiCaslo1766,NicholsAnec
ThCourt1841,WiAdams1862,FromODNB
ThCourt1841,ThMunro1827,correspondents
ThCourt1841,WiAdams1862,correspondents
ThCoutt1822,ThLawre1830,FromODNB
ThCoutt1822,WiBeech1839,FromODNB
ThCoutt1822,WiPitt1806,FromODNB
ThCoutt1822,WiSmith1819,FromODNB
ThCoutt1822,WiSteve1800,FromODNB
ThCoutt1822,William4,FromODNB
ThCoutt1822,JoCoutt1751,correspondents
ThCoutt1822,ThLawre1830,correspondents
ThCoutt1822,WiAdam1839,correspondents
ThCoutt1822,WiForbe1806,correspondents
ThCoutt1822,WiPitt1806,correspondents
ThCoutt1822,William4,correspondents
ThCoven1797,WiHethe1778,NicholsAnec
ThCowpe1824,WiCowpe1800,FromODNB
ThCox1734,WhKenne1728,FromODNB
ThCox1734,WiHolma1730,FromODNB
ThCreev1838,WiCongr1828,FromODNB
ThCreev1838,WiVizar1859,FromODNB
ThCreev1838,WaFawke1825,correspondents
ThCreev1838,WiCobbe1835,correspondents
ThCreev1838,WiCurri1840,correspondents
ThCreev1838,WiRosco1831,correspondents
ThCreev1838,WiRosco1843,correspondents
ThCreev1838,WiSheph1847,correspondents
ThCreev1838,William4,correspondents
ThCresw1869,WiCooke1855,correspondents
ThCresw1869,WiWyon1851,correspondents
ThCribb1848,ThWinte1851,FromODNB
ThCroft1781,WiHamil1803,TravItaly
ThCroft1781,WiHamil1803,correspondents
ThCroke1854,ThKeigh1872,FromODNB
ThCroke1854,ThMoore1852,FromODNB
ThCroke1854,ThWrigh1877,FromODNB
ThCroke1854,WiMagin1842,FromODNB
ThCroke1854,ThGaspe1871,correspondents
ThCroke1854,ThGratt1864,correspondents
ThCroke1854,ThHerve1859,correspondents
ThCroke1854,ThHook1841,correspondents
ThCroke1854,ThMoore1852,correspondents
ThCroke1854,ThPetti1865,correspondents
ThCroke1854,ThPhill1872,correspondents
ThCroke1854,ThPring1834,correspondents
ThCroke1854,WaScott,correspondents
ThCroke1854,WiAinsw1882,correspondents
ThCroke1854,WiBetha1853,correspondents
ThCroke1854,WiCarle1869,correspondents
ThCroke1854,WiHooke1865,correspondents
ThCroke1854,WiJerda1869,correspondents
ThCroke1854,WiMagin1842,correspondents
ThCroke1854,WiUpcot1845,correspondents
ThCrome1873,RoChene1866,FromODNB
ThCrome1873,ThUwins1857,FromODNB
ThCrome1873,WiGell1836,FromODNB
ThCromw1870,HeGasti1876,correspondents
ThCubit1855,LdCarri1,FromODNB
ThCubit1855,ThCundy1867,FromODNB
ThCubit1855,WiCubit1863,FromODNB
ThCubit1855,WiHaldi1862,FromODNB
ThCubit1855,WiCubit1863,partners
ThCubit1855,WiHaldi1862,partners
ThCullu1831,ThVelle1806,FromODNB
ThCullu1831,WiHunte1783,FromODNB
ThCullu1831,ThVelle1806,correspondents
ThCumin1788,WiCumin1790,partners
ThCundy1825,ThCundy1867,partners
ThCundy1867,WiBenne1886,FromODNB
ThCurli1742,WiWhite1785,NicholsAnec
ThDale1750,DaWilli1816,FromODNB
ThDale1750,PhMille1771,correspondents
ThDale1816,ThDale1750,FromODNB
ThDale1870,ThGaspe1871,FromODNB
ThDale1870,WiGlads1898,correspondents
ThDale1870,WiHarne1869,correspondents
ThDampi1777,WiWindh1761,TravItaly
ThDampi1812,ThDibdi1847,FromODNB
ThDance1811,EdLong1813,correspondents
ThDanie1840,LdDespe11,FromODNB
ThDanie1840,ThHope1831,FromODNB
ThDanie1840,WiDanie1837,FromODNB
ThDashw1825,TiCollo1811,TravItaly
ThDaver1746,WiTaylo1760,FromODNB
ThDavie1785,ThEvans1784,FromODNB
ThDavie1785,WiColli1759,FromODNB
ThDavie1785,WiMusgr1800,FromODNB
ThDavie1785,WiThomp1766,FromODNB
ThDavie1785,WiWarbu1779,NicholsAnec
ThDavie1851,JaHalli1889,FromODNB
ThDay1789,ThLownd1840,FromODNB
ThDay1789,WiJones1794,FromODNB
ThDay1789,WiSmall1775,FromODNB
ThDay1789,WaPolla1818,correspondents
ThDeLaR1866,WiClowe1847,FromODNB
ThDeQui1859,HeCary1844,FromODNB
ThDeQui1859,ThHood1845,FromODNB
ThDeQui1859,ThPoole1837,FromODNB
ThDeQui1859,ThTalfo1854,FromODNB
ThDeQui1859,ThWaine1847,FromODNB
ThDeQui1859,WiBlack1834,FromODNB
ThDeQui1859,WiHamil1856,FromODNB
ThDeQui1859,WiHazli1830,FromODNB
ThDeQui1859,WiRosco1831,FromODNB
ThDeQui1859,WiSheph1847,FromODNB
ThDeQui1859,WiTait1864,FromODNB
ThDeQui1859,WiWords1850,FromODNB
ThDeQui1859,ThTalfo1854,correspondents
ThDeQui1859,WiTait1864,correspondents
ThDeQui1859,WiWords1850,correspondents
ThDeaco1753,ThWagst1770,FromODNB
ThDeaco1753,WiLaw1761,FromODNB
ThDenma1815,WiOsbor1808,FromODNB
ThDenma1815,WiOsbor1808,partners
ThDent1777,WiDarto1819,FromODNB
ThDent1777,WiInnes1800,partners
ThDent1872,WiDent1886,partners
ThDereh1739,WiDenny1765,TravItaly
ThDesag1780,LdHowe,FromODNB
ThDibbe1741,WiBowye1737,NicholsAnec
ThDibdi1841,ThKnigh1820,FromODNB
ThDibdi1841,WiReeve1815,partners
ThDibdi1847,ChSmith1838,FromODNB
ThDibdi1847,WiBulme1830,FromODNB
ThDibdi1847,WiFord1832,FromODNB
ThDibdi1847,WiGardi1814,FromODNB
ThDibdi1847,WiHampe1831,FromODNB
ThDibdi1847,WiHughe1825,FromODNB
ThDibdi1847,WeButle1831,NicholsAnec
ThDibdi1847,JoByfie1841,correspondents
ThDibdi1847,MaByfie1871,correspondents
ThDibdi1847,ThGrenv1846,correspondents
ThDibdi1847,ThJohne1816,correspondents
ThDibdi1847,ThLawre1830,correspondents
ThDibdi1847,ThMacau1859,correspondents
ThDibdi1847,ThPhill1872,correspondents
ThDibdi1847,WaScott,correspondents
ThDibdi1847,WiAyrto1858,correspondents
ThDibdi1847,WiFord1832,correspondents
ThDibdi1847,WiHooke1865,correspondents
ThDibdi1847,WiHowle1848,correspondents
ThDibdi1847,WiPicke1854,correspondents
ThDibdi1847,WiRosco1831,correspondents
ThDibdi1847,WiTenna1848,correspondents
ThDibdi1847,WiUpcot1845,correspondents
ThDick1857,WiColli1853,FromODNB
ThDixon1729,CaRothe1752,FromODNB
ThDodd1850,WiIrela1835,FromODNB
ThDogge1721,ThDurfe1723,FromODNB
ThDogge1721,WiChetw1766,FromODNB
ThDogge1721,WiColli1758,FromODNB
ThDonal1885,ThLever1824,FromODNB
ThDonal1885,WiCooke1855,FromODNB
ThDough1754,ZaGrey1766,NicholsAnec
ThDough1754,ZaGrey1766,correspondents
ThDrenn1768,WiDrenn1820,FromODNB
ThDrumm1835,WiHooke1865,FromODNB
ThDrumm1835,WiHooke1865,correspondents
ThDrumm1840,ThLarco1879,FromODNB
ThDunca1845,WiAllan1850,FromODNB
ThDunco1861,ThWakle1862,FromODNB
ThDunda1786,ThDunda1794,FromODNB
ThDurfe1723,WiBroml1732,FromODNB
ThDurfe1723,WiChetw1766,FromODNB
ThDurfe1723,WiWyche1716,FromODNB
ThEagle1812,WiWilli1791,FromODNB
ThEarle1781,WiFarin1781,TravItaly
ThEbdon1811,SpCowpe1774,FromODNB
ThEddy1827,WiRathb1809,correspondents
ThEddy1827,WiRosco1831,correspondents
ThEding1811,WiCadel1777,partners
ThEdlin1739,ThStack1752,NicholsAnec
ThEdwar1720,WiKent1748,TravItaly
ThEdwar1757,WiHeber1801,FromODNB
ThEdwar1757,WiMelmo1799,FromODNB
ThEdwar1757,SuDunco1812,correspondents
ThEdwar1757,ThWarto1790,correspondents
ThEdwar1757,WiMelmo1799,correspondents
ThEdwar1785,EdLaw1787,FromODNB
ThEdwar1785,ThEdwar1820,FromODNB
ThEdwar1785,WaWhite1832,FromODNB
ThEdwar1808,LdRedes1,FromODNB
ThEdwar1808,LdRedes1a,FromODNB
ThEdwar1834,WiEdwar1808,FromODNB
ThElder1799,HeRaebu1823,FromODNB
ThElder1799,WiRober1793,FromODNB
ThEllio1880,WiThack1863,FromODNB
ThEllis1861,ThMacau1859,FromODNB
ThEllis1861,ThMacau1859,correspondents
ThEllis1861,WiWhewe1866,correspondents
ThEmlyn1741,WiWhist1752,FromODNB
ThEmmet1827,ThRusse1803,FromODNB
ThEmmet1827,WiCorbe1842,FromODNB
ThEmmet1827,WiDrenn1820,FromODNB
ThEmmet1827,WiMacNe1841,FromODNB
ThEmmet1827,WoTone1798,FromODNB
ThEmmet1827,ThJeffe1826,correspondents
ThErle1720,WiBlath1717,correspondents
ThErski1864,ThHook1841,FromODNB
ThErski1870,AnGraha1820,FromODNB
ThErski1870,AnGraha1820a,FromODNB
ThEstco1818,LdSidmo1,correspondents
ThEstco1876,LdHalif,correspondents
ThEstco1876,WiGlads1898,correspondents
ThEstco1876,WiTalbo1877,correspondents
ThEther1807,WeGillm1830,partners
ThEvans1784,ThLongm1797,FromODNB
ThEvans1784,ThPayne1799,FromODNB
ThEvans1784,WiWest1854,FromODNB
ThEvans1784,LdRocki2,NicholsAnec
ThEvans1784,ThHarri1820,NicholsAnec
ThEvans1784,WaWynn1789,NicholsAnec
ThEvans1803,WiJohns1804,FromODNB
ThEvans1803,WiWest1854,FromODNB
ThEvans1803,WiKenri1779,NicholsAnec
ThEvans1810,WiWords1850,correspondents
ThEvans1814,WiStrut1830,FromODNB
ThEvans1818,WiLarki1800,FromODNB
ThEvans1831,ThSpenc1814,FromODNB
ThEvere1810,ThNewnh1817,partners
ThEwer1790,WiEwer1789,partners
ThFairc1782,WiStuke1765,NicholsAnec
ThFalco1792,DaPenna1841,FromODNB
ThFalco1792,JoBanks1820,FromODNB
ThFalco1792,RoWaddi1828,FromODNB
ThFalco1792,ThPenna1798,FromODNB
ThFalco1839,ThFalco1792,FromODNB
ThFalco1839,WiFalco1885,FromODNB
ThFalco1882,ThPetti1865,correspondents
ThFalkn1784,ThPenna1798,FromODNB
ThFalkn1784,WiCombe1823,FromODNB
ThFaulk1793,GeFaulk1775,FromODNB
ThFaulk1855,WeButle1831,FromODNB
ThFaulk1855,WiHiggs1829,FromODNB
ThField1837,ThField1851,FromODNB
ThField1851,WiCallo1908,FromODNB
ThFishe1786,ThFishe1836,FromODNB
ThFishe1786,WiShrub1797,FromODNB
ThFishe1786,WiShrub1797,NicholsAnec
ThFishe1836,ThMarsh1831,FromODNB
